aX,aY,aZ,gX,gY,gZ
1.062,0.038,0.256,-10.925,-11.902,23.193
1.061,0.105,0.187,-5.920,-5.066,20.325
1.073,0.094,0.088,2.319,1.831,12.512
1.080,0.029,0.087,14.404,6.226,5.371
1.106,-0.055,0.146,24.780,7.202,1.465
1.131,-0.128,0.222,23.376,5.188,2.686
1.125,-0.122,0.258,11.841,2.747,8.484
1.096,-0.027,0.294,-3.235,0.366,16.846
1.050,0.071,0.350,-14.099,-1.099,22.827
1.008,0.155,0.343,-18.250,1.892,24.536
0.977,0.231,0.283,-19.226,6.958,23.254
0.959,0.264,0.220,-17.883,10.620,19.409
0.944,0.304,0.178,-15.747,13.977,14.648
0.934,0.287,0.148,-11.658,17.151,8.179
0.928,0.245,0.148,-5.005,19.470,1.038
0.931,0.217,0.160,-0.610,22.461,-2.319
0.943,0.147,0.195,1.465,24.963,-5.310
0.947,0.059,0.207,-1.404,27.832,-6.714
0.945,0.012,0.171,-8.423,32.288,-4.578
0.909,0.022,0.152,-15.381,32.837,-0.671
0.857,0.101,0.049,-18.860,28.564,4.211
0.869,0.216,0.078,-21.790,17.517,6.653
0.856,0.248,0.101,-21.301,16.663,3.723
0.831,0.311,-0.014,-14.038,29.541,1.892
0.822,0.342,-0.108,-4.150,36.560,-1.343
0.826,0.306,-0.135,8.301,33.691,-7.874
0.836,0.173,-0.115,17.334,28.381,-16.357
0.881,0.007,-0.109,19.714,23.254,-23.621
0.884,-0.164,-0.133,16.357,18.982,-26.428
0.956,-0.158,-0.358,12.939,1.282,-15.381
2.019,-0.236,-0.250,46.631,37.354,-23.254
2.064,-0.308,-0.150,44.678,24.963,-21.790
2.056,-0.366,-0.042,42.786,20.203,-19.226
2.026,-0.387,-0.105,38.574,26.489,-10.376
1.978,-0.408,-0.156,32.837,26.611,-0.732
1.912,-0.377,-0.139,20.325,17.456,11.780
1.836,-0.281,-0.084,3.845,5.127,25.635
1.753,-0.165,-0.026,-13.062,-3.845,37.476
1.665,-0.064,0.015,-30.151,-10.193,46.570
1.585,0.037,0.055,-46.326,-15.198,54.016
1.508,0.158,0.029,-61.218,-16.907,59.875
1.425,0.269,-0.106,-73.975,-15.991,62.073
1.378,0.412,-0.206,-85.144,-22.156,58.289
1.383,0.550,-0.229,-94.849,-33.203,50.903
1.378,0.674,-0.279,-103.333,-37.231,42.664
1.324,0.758,-0.346,-109.070,-36.560,19.653
1.154,0.828,-0.465,-103.638,-29.175,6.470
1.121,0.746,-0.483,-93.506,-27.588,-8.301
1.094,0.625,-0.531,-80.627,-23.315,-23.193
1.063,0.488,-0.704,-59.692,-11.658,-33.691
1.046,0.344,-0.875,-32.593,-3.174,-39.490
0.990,0.194,-0.953,-1.343,-1.953,-40.344
0.923,0.056,-1.008,28.442,-2.991,-35.889
0.835,-0.054,-1.022,44.739,-12.695,-28.320
0.751,-0.155,-0.972,47.058,-32.227,-20.325
0.642,-0.271,-0.811,41.992,-55.725,-11.780
0.565,-0.307,-0.644,34.973,-74.402,0.061
0.521,-0.274,-0.250,49.377,-89.539,23.132
0.311,0.081,-0.034,74.585,-83.069,25.452
0.249,0.151,0.194,106.750,-71.899,15.747
0.204,0.127,0.345,137.451,-55.908,-1.831
0.159,-0.056,0.409,165.161,-39.429,-26.855
0.089,-0.176,0.521,188.416,-30.151,-51.697
0.079,-0.500,0.568,213.135,-20.447,-80.078
0.045,-0.871,0.668,237.427,-13.000,-102.356
-0.032,-1.254,0.677,258.667,-7.080,-109.497
-0.056,-1.578,0.703,279.419,-10.681,-105.774
0.111,-1.958,1.800,316.345,-63.782,-68.542
0.279,-2.164,2.756,292.664,-89.233,-39.856
0.435,-2.250,3.430,230.347,-86.792,0.366
0.509,-1.897,3.391,128.357,-50.171,60.913
0.409,-1.195,2.571,8.240,0.183,128.906
0.023,-0.003,1.495,-99.854,43.762,191.650
-0.401,1.574,0.652,-170.715,75.989,235.352
-0.677,3.051,0.189,-183.472,96.741,228.699
-0.731,3.888,-0.178,-142.212,122.620,160.034
-0.675,3.461,-0.681,-66.406,152.222,45.593
-0.332,2.147,-1.229,12.268,164.673,-73.303
0.006,0.603,-1.423,62.134,147.644,-153.687
0.341,-0.666,-1.364,84.778,116.089,-182.800
0.634,-1.421,-1.050,85.571,78.552,-166.626
0.805,-1.616,-0.614,72.388,46.753,-121.033
0.825,-1.251,-0.407,55.359,37.109,-64.148
0.759,-0.655,-0.499,38.330,44.556,-19.592
0.719,-0.320,-0.591,21.912,44.983,-3.113
0.723,-0.204,-0.612,3.662,38.696,-2.563
0.723,-0.104,-0.673,-15.564,34.485,-3.174
0.714,-0.067,-0.692,-29.724,28.564,-6.165
0.710,-0.015,-0.607,-38.574,18.860,-11.292
0.777,-0.095,-0.469,-39.490,10.010,-18.860
0.863,-0.256,-0.488,-35.889,10.071,-24.475
0.948,-0.383,-0.516,-16.052,7.812,-17.151
1.034,-0.363,-0.279,-6.897,1.404,-10.925
1.016,-0.255,-0.153,-2.014,-0.977,-4.333
0.974,-0.126,-0.081,2.197,0.977,-0.671
0.937,-0.087,-0.070,4.944,2.563,-2.441
0.949,-0.111,-0.072,3.723,2.319,-7.507
0.975,-0.171,-0.125,-2.930,1.831,-11.841
0.999,-0.100,-0.126,-21.301,-4.944,-7.141
1.024,-0.053,-0.034,-23.865,-9.338,-5.737
1.021,-0.013,0.004,-20.691,-7.690,-5.920
1.009,-0.036,0.039,-10.620,-3.967,-8.911
1.008,-0.115,0.074,-1.343,-1.221,-12.756
1.004,-0.190,0.052,1.099,2.502,-13.855
1.002,-0.229,-0.030,-0.549,5.310,-11.658
1.002,-0.160,-0.065,-4.333,3.723,-7.202
0.994,-0.075,-0.019,-7.751,-0.183,-4.150
0.989,-0.078,0.035,-8.484,-2.136,-6.348
1.020,-0.133,0.075,-8.179,-2.319,-9.949
1.035,-0.230,0.047,-9.766,-0.305,-11.658
1.018,-0.298,-0.008,-13.245,1.709,-10.132
1.017,-0.319,-0.057,-15.869,1.770,-6.531
1.004,-0.314,-0.122,-15.564,1.892,-3.113
0.983,-0.252,-0.142,-10.986,0.916,-0.427
0.985,-0.217,-0.093,-3.418,-1.404,0.000
0.997,-0.225,-0.012,2.808,-3.052,-0.854
0.998,-0.225,0.015,4.272,-2.197,-0.244
1.000,-0.190,0.038,1.099,-1.892,0.977
0.975,-0.133,0.086,-4.761,-2.625,1.465
0.958,-0.115,0.003,-9.705,1.160,-0.671
0.962,-0.198,-0.067,-9.521,3.784,-5.920
0.971,-0.281,-0.109,-3.723,1.892,-9.338
0.998,-0.403,-0.134,-2.075,0.244,-5.676
0.998,-0.377,-0.164,-1.282,-0.854,0.244
0.990,-0.286,-0.179,-1.526,-2.625,7.263
0.979,-0.223,-0.141,-2.502,-5.249,11.292
0.987,-0.193,-0.050,-3.174,-9.277,11.963
0.989,-0.154,-0.012,-3.967,-9.888,11.719
0.994,-0.107,0.019,-3.906,-8.850,10.559
1.001,-0.132,0.055,-6.104,-5.066,5.920
0.976,-0.128,-0.030,-5.493,-2.197,7.019
0.980,-0.125,-0.094,-3.235,-1.526,7.202
0.981,-0.103,-0.113,1.282,-1.770,7.690
0.992,-0.083,-0.085,6.287,-2.686,7.446
1.003,-0.045,-0.028,8.850,-3.845,6.409
1.013,-0.049,0.015,11.719,-4.028,4.150
1.005,-0.053,0.055,13.062,-3.601,1.831
1.003,-0.082,0.089,11.841,-2.869,0.122
1.005,-0.135,0.049,7.385,-1.404,-1.404
1.000,-0.167,-0.082,-3.174,-0.793,0.366
0.974,-0.137,-0.109,-5.493,-2.502,1.709
0.968,-0.100,-0.135,-5.981,-3.723,2.014
0.963,-0.086,-0.112,-6.653,-5.554,1.404
0.965,-0.094,-0.100,-4.944,-7.019,-0.244
0.966,-0.085,-0.128,-2.502,-6.042,-1.587
0.967,-0.076,-0.097,14.465,-8.667,-3.906
0.974,-0.123,-0.020,1.709,-8.240,-5.432
0.987,-0.170,0.028,2.441,-8.423,-6.470
0.988,-0.184,0.034,0.854,-7.019,-5.493
