aX,aY,aZ,gX,gY,gZ
0.129,0.005,1.004,-14.282,-0.549,5.432
0.135,0.030,0.973,-12.085,-1.221,-0.732
0.150,-0.000,0.963,-4.761,-2.197,-3.784
0.156,-0.031,0.998,-0.977,-3.967,-6.287
0.162,-0.062,1.022,1.282,-5.249,-7.935
0.165,-0.087,1.015,1.587,-4.944,-8.911
0.154,-0.099,1.016,1.404,-4.150,-9.033
0.176,-0.112,0.999,1.709,-2.808,-8.667
0.173,-0.110,0.991,2.625,-2.014,-8.545
0.170,-0.116,1.010,3.418,-2.869,-8.545
0.168,-0.117,1.027,3.479,-3.113,-8.606
0.163,-0.116,1.036,2.075,-2.747,-8.423
0.163,-0.117,1.028,0.305,-2.014,-8.423
0.161,-0.120,1.011,-1.160,-1.282,-8.179
0.160,-0.131,1.006,-1.770,-1.526,-7.690
0.163,-0.159,1.018,-0.793,-1.587,-6.775
0.161,-0.163,1.029,-0.122,-1.160,-4.395
0.156,-0.147,1.024,-0.916,0.305,-2.014
0.152,-0.123,1.020,-1.831,1.038,-0.305
0.151,-0.107,1.004,-2.441,1.404,0.732
0.153,-0.098,0.980,-2.380,1.343,0.793
0.156,-0.105,0.998,-0.610,-0.183,0.610
0.157,-0.112,1.016,0.732,-1.160,0.610
0.156,-0.105,1.016,0.183,-0.427,0.854
0.156,-0.094,1.010,-0.671,-0.061,1.099
0.157,-0.092,1.004,-1.099,-0.061,-0.122
-0.346,1.262,1.146,113.037,-19.775,-190.552
-0.415,0.828,1.170,107.849,-21.973,-252.197
-0.313,0.377,1.145,82.031,-17.334,-293.274
-0.226,-0.086,1.257,57.190,-13.184,-319.031
-0.151,-0.476,1.255,29.114,5.066,-325.806
-0.105,-0.711,1.138,2.014,26.367,-312.927
-0.029,-0.893,1.061,-12.207,37.415,-291.138
0.053,-1.022,0.996,-19.531,39.124,-262.451
0.120,-1.134,0.874,-22.522,39.490,-229.797
0.199,-1.255,0.719,-20.874,39.124,-195.007
0.247,-1.330,0.598,-16.052,31.982,-155.762
0.275,-1.344,0.543,-7.935,18.127,-114.990
0.245,-1.284,0.609,6.531,-0.061,-76.477
0.249,-1.234,0.840,27.893,-15.320,-40.955
0.263,-1.196,1.128,38.391,-20.996,-7.812
0.214,-1.134,1.313,27.039,-15.686,24.048
0.186,-1.072,1.345,1.770,-4.517,56.030
0.187,-1.065,1.292,-20.813,9.033,87.341
0.228,-1.154,1.325,-29.419,22.644,117.310
0.198,-1.175,1.208,-37.415,44.373,149.414
0.134,-1.084,1.004,-51.086,65.125,183.899
0.062,-0.915,0.837,-59.387,75.562,247.192
-0.081,-0.417,0.206,-54.810,85.205,264.221
-0.203,-0.176,0.611,-42.114,-12.024,250.305
-0.136,-0.213,0.888,-26.062,-31.616,250.366
-0.124,-0.062,0.970,-25.269,-25.269,256.958
-0.124,0.127,1.040,-38.818,-24.353,259.705
-0.134,0.264,1.265,-45.471,-32.166,251.953
-0.125,0.412,1.282,-53.284,-21.667,239.563
-0.127,0.571,1.082,-59.448,-0.244,222.290
-0.134,0.760,0.877,-50.293,11.963,202.393
-0.123,0.922,0.798,-23.315,11.719,176.819
-0.065,0.971,0.813,7.263,5.188,144.409
-0.025,0.989,0.869,27.893,-0.977,107.300
-0.008,0.981,0.896,40.894,-3.418,67.810
0.041,0.926,0.897,46.936,-6.836,28.931
-0.041,1.082,0.746,42.480,-18.005,-9.155
-0.221,1.398,0.825,45.349,-34.241,-53.223
-0.361,1.595,0.866,78.857,-35.828,-117.737
-0.499,1.472,0.935,117.493,-41.321,-190.674
-0.522,1.055,0.924,144.836,-44.861,-258.606
-0.433,0.568,1.026,149.597,-53.528,-307.129
-0.326,0.060,1.251,137.512,-54.504,-340.820
-0.244,-0.400,1.353,107.117,-30.396,-356.506
-0.259,-0.734,1.364,67.932,-0.427,-353.333
-0.179,-0.944,1.191,38.757,27.466,-332.336
-0.114,-1.051,1.129,19.287,42.297,-301.880
-0.057,-1.187,1.050,6.897,46.936,-269.714
0.000,-1.310,0.965,2.136,49.255,-237.061
0.071,-1.388,0.955,-0.671,45.166,-200.256
0.138,-1.426,0.937,-10.254,40.955,-115.112
0.180,-1.393,0.801,-23.499,35.400,-84.656
0.198,-1.323,0.743,-20.386,29.541,-45.898
0.195,-1.235,0.769,-11.841,19.775,-10.132
0.226,-1.221,0.869,-0.366,12.634,20.264
0.219,-1.179,1.074,-0.427,6.348,50.537
0.171,-1.077,1.184,-16.174,8.423,82.947
0.140,-1.016,1.192,-34.668,17.395,113.159
0.143,-0.970,1.109,-46.448,27.588,141.235
0.152,-0.989,1.066,-51.147,38.513,165.649
-0.092,-0.971,1.229,-52.856,53.589,190.063
0.226,-0.917,0.333,-55.298,80.200,225.464
-0.082,-0.684,0.644,-51.270,28.687,242.798
-0.091,-0.512,0.753,-37.476,2.686,258.911
-0.153,-0.327,0.792,-26.062,-1.587,271.851
-0.208,-0.059,0.740,-29.358,-3.967,276.855
-0.197,0.165,0.874,-28.931,-16.113,272.095
-0.189,0.352,1.077,-27.344,-26.367,260.132
-0.162,0.505,1.222,-34.241,-27.893,244.324
-0.131,0.622,1.212,-44.556,-17.761,223.206
-0.110,0.727,1.085,-48.645,-5.493,198.608
-0.080,0.849,0.960,-42.419,1.160,172.546
-0.034,0.899,0.801,-26.733,5.310,142.761
-0.003,0.870,0.783,-4.395,2.136,110.291
0.041,0.785,0.850,20.203,-2.808,76.111
0.092,0.596,1.024,38.818,-8.667,45.349
0.111,0.450,1.141,35.767,-12.878,22.278
0.122,0.332,1.049,20.081,-9.644,6.470
0.130,0.211,0.880,13.184,-8.789,-5.249
0.110,0.088,0.927,24.658,-17.517,-14.709
0.190,-0.104,0.965,43.518,-18.066,-20.874
0.227,-0.252,0.953,50.598,-10.071,-21.484
0.218,-0.317,1.074,49.988,-12.085,-17.273
0.219,-0.366,1.102,44.922,-11.292,-10.559
0.204,-0.341,1.117,33.630,-8.484,-3.540
0.205,-0.292,1.047,21.606,-4.272,2.136
0.183,-0.229,1.007,13.489,-1.953,5.859
0.172,-0.201,1.036,9.399,-3.296,6.042
0.170,-0.183,1.030,5.249,-3.113,4.578
0.155,-0.148,1.031,-0.366,-1.953,2.686
0.151,-0.144,1.044,-3.174,-1.160,0.244
0.150,-0.141,1.012,-6.287,0.366,-1.587
0.149,-0.130,0.996,-8.301,1.282,-2.258
0.151,-0.136,1.010,-7.629,0.183,-2.380
0.150,-0.129,1.010,-6.714,0.244,-2.136
0.149,-0.109,1.004,-6.104,0.610,-1.343
0.151,-0.092,1.002,-5.188,-0.244,-0.793
0.159,-0.081,1.005,-2.869,-1.282,-1.404
0.159,-0.095,1.009,-2.136,-1.648,-2.075
0.164,-0.114,1.011,-2.258,-2.014,-2.380
0.171,-0.132,1.011,-2.625,-2.014,-2.563
0.175,-0.136,1.001,-3.174,-1.404,-2.319
0.174,-0.129,0.990,-3.235,-1.221,-1.953
0.174,-0.127,0.996,-2.625,-1.526,-1.831
0.174,-0.127,1.011,-1.770,-2.014,-1.892
0.171,-0.120,1.022,-2.502,-0.671,-1.831
0.168,-0.114,1.001,-2.380,-0.305,-1.892
0.167,-0.109,0.998,-2.075,-0.244,-1.892
0.163,-0.107,1.000,-1.831,-0.488,-2.075
0.161,-0.112,1.001,-1.282,-1.038,-2.136
0.162,-0.112,1.005,-0.854,-1.038,-1.892
0.158,-0.111,1.009,-0.122,-1.343,-1.770
0.158,-0.111,1.015,-0.183,-1.648,-1.709
0.158,-0.115,1.018,-0.183,-1.526,-1.831
0.160,-0.107,1.008,-0.854,-1.099,-1.770
0.163,-0.121,0.985,-0.916,-0.793,-1.892
0.166,-0.147,1.000,0.854,-1.404,-1.831
0.166,-0.154,1.035,2.197,-1.953,-0.854
0.164,-0.148,1.028,0.793,-0.977,0.488
